gmDate,gmTime,offLNm,offFNm,teamAbbr,teamDiv,teamLoc,teamRslt,teamPTS,teamTO,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,teamFTA,teamFTM,teamFT%,teamTRB,teamSTL%,teamBLK%,teamBLKR,timestamp
2013-04-05,22:30,Guthrie,David,LAL,Pacific,Home,Win,86,18,5,2,17,74,34,0.4595,18,13,0.7222,43,5.6517,2.2607,3.7037,1365120000.0
2013-04-05,22:30,Guthrie,David,MEM,Southwest,Away,Loss,84,8,12,4,16,86,38,0.4419,7,5,0.7143,36,13.5642,4.5214,5.5556,1365120000.0
2013-04-06,19:00,Foster,Scott,IND,Central,Away,Loss,85,15,2,1,21,86,35,0.40700000000000003,15,12,0.8,47,2.113,1.0565,1.5152,1365206400.0
2013-04-06,19:00,Lindsay,Mark,WAS,Southeast,Home,Win,104,9,10,7,22,79,39,0.4937,31,22,0.7097,41,10.565,7.3955,10.4478,1365206400.0
2013-04-06,19:30,Rush,Eddie,BKN,Atlantic,Home,Win,105,9,8,7,17,80,39,0.4875,30,22,0.7333,40,8.8959,7.7839,11.8644,1365206400.0
2013-04-06,19:30,Mauer,Ken,PHI,Atlantic,Away,Loss,87,11,6,2,14,82,33,0.4024,20,15,0.75,41,6.8529,2.2843,3.2258,1365206400.0
2013-04-06,19:30,Wall,Scott,MIA,Southeast,Home,Win,106,11,5,3,16,83,40,0.4819,14,12,0.8571,48,5.7108,3.4265,5.1724,1365206400.0
2013-04-06,19:30,Rush,Eddie,CHA,Southeast,Away,Loss,96,16,4,6,24,80,36,0.45,23,17,0.7391,43,4.4479,6.6719,10.1695,1365206400.0
2013-04-06,20:00,Dalen,Eric,MIN,Northwest,Home,Win,107,15,16,6,20,83,36,0.4337,38,29,0.7632,38,16.6907,6.2589999999999995,8.6957,1365206400.0
2013-04-06,20:00,Goble,John,DET,Central,Away,Loss,101,24,10,6,25,75,40,0.5333,21,15,0.7143,41,10.4317,6.2589999999999995,10.0,1365206400.0
2013-04-06,20:30,Bavetta,Dick,SA,Southwest,Home,Win,99,15,5,12,21,80,36,0.45,29,24,0.8276,49,5.2079,12.4989,18.4615,1365206400.0
2013-04-06,20:30,Davis,Marc,ATL,Southeast,Away,Loss,97,13,10,2,23,83,35,0.4217,25,22,0.88,38,10.4158,2.0832,2.8169,1365206400.0
2013-04-06,20:30,Washington,Tom,TOR,Atlantic,Away,Loss,83,18,9,4,21,83,30,0.3614,23,20,0.8696,35,9.4504,4.2002,5.4795,1365206400.0
2013-04-06,20:30,Washington,Tom,MIL,Central,Home,Win,100,15,11,12,22,76,36,0.4737,29,22,0.7586,40,11.5504,12.6005,21.0526,1365206400.0
2013-04-06,21:00,Brown,Tony,DEN,Northwest,Home,Win,132,11,12,4,26,99,54,0.5455,21,13,0.619,46,11.6013,3.8671,5.4054,1365206400.0
2013-04-06,21:00,Brown,Tony,HOU,Southwest,Away,Loss,114,19,5,10,22,83,39,0.4699,32,22,0.6875,41,4.8339,9.6677,20.4082,1365206400.0
2013-04-07,13:00,McCutchen,Monty,NY,Atlantic,Away,Win,125,6,5,4,19,93,46,0.4946,24,18,0.75,41,5.6244,4.4995,6.7797,1365292800.0
2013-04-07,13:00,McCutchen,Monty,OKC,Northwest,Home,Loss,120,13,5,11,22,78,45,0.5769,25,21,0.84,37,5.6244,12.3737,18.0328,1365292800.0
2013-04-07,15:30,Fraher,Pat,LAL,Pacific,Away,Loss,95,11,6,5,14,76,33,0.4342,30,22,0.7333,36,6.9037,5.7531,9.6154,1365292800.0
2013-04-07,15:30,Fraher,Pat,LAC,Pacific,Home,Win,109,10,6,1,22,84,42,0.5,21,17,0.8095,50,6.9037,1.1506,1.5873,1365292800.0
2013-04-07,18:00,Twardoski,Scott,BOS,Atlantic,Home,Win,107,17,11,2,19,77,43,0.5584,21,17,0.8095,38,11.5409,2.0983,3.0303,1365292800.0
2013-04-07,18:00,Phillips,Jason,WAS,Southeast,Away,Loss,96,17,8,6,17,88,39,0.4432,12,8,0.6667,36,8.3934,6.295,9.6774,1365292800.0
2013-04-07,18:00,Boland,Matt,MEM,Southwest,Away,Win,89,16,9,12,25,73,32,0.4384,29,22,0.7586,45,9.6276,12.8368,18.1818,1365292800.0
2013-04-07,18:00,Crawford,Joe,CLE,Central,Home,Win,91,14,7,8,18,89,32,0.3596,24,20,0.8333,52,7.6093,8.6963,11.1111,1365292800.0
2013-04-07,18:00,Crawford,Joe,ORL,Southeast,Away,Loss,85,14,9,7,17,90,34,0.3778,22,16,0.7273,53,9.7833,7.6093,9.0909,1365292800.0
2013-04-07,18:00,Forte,Brian,SAC,Pacific,Home,Loss,87,15,9,4,24,81,29,0.358,28,22,0.7857,41,9.6276,4.2789,7.1429,1365292800.0
2013-04-07,19:30,Smith,Michael,DET,Central,Home,Win,99,14,6,2,23,73,39,0.5342,17,12,0.7059,40,7.0414,2.3471,3.6364,1365292800.0
2013-04-07,19:30,Garretson,Ron,CHI,Central,Away,Loss,85,11,7,5,18,73,33,0.4521,25,16,0.64,33,8.2149,5.8678,8.6207,1365292800.0
2013-04-07,20:00,Ayotte,Mark,UTA,Northwest,Away,Win,97,13,10,6,14,88,40,0.4545,7,6,0.8571,42,11.2068,6.7241,9.5238,1365292800.0
2013-04-07,20:00,Brothers,Tony,GS,Pacific,Home,Loss,90,17,5,2,15,74,35,0.473,18,13,0.7222,41,5.6034,2.2414,3.5088,1365292800.0
2013-04-07,21:00,Salvatore,Bennett,POR,Northwest,Home,Loss,91,14,8,3,16,80,37,0.4625,16,13,0.8125,39,8.6043,3.2266,5.1724,1365292800.0
2013-04-07,21:00,Brown,Tony,NO,Southwest,Away,Win,95,16,7,6,25,80,32,0.4,29,27,0.9309999999999999,48,7.6443,6.5522,9.2308,1365292800.0
2013-04-07,21:00,Callahan,Mike,PHO,Pacific,Home,Loss,92,16,8,4,24,80,34,0.425,19,17,0.8947,38,8.7363,4.3682,6.7797,1365292800.0
2013-04-07,21:00,Salvatore,Bennett,DAL,Southwest,Away,Win,96,12,9,7,11,90,42,0.4667,12,9,0.75,48,9.6798,7.5287,9.0909,1365292800.0
2013-04-09,19:00,Collins,Derrick,CLE,Central,Away,Loss,94,17,5,7,29,85,39,0.4588,15,13,0.8667,39,5.5084,7.7118,9.3333,1365465600.0
2013-04-09,19:00,Garretson,Ron,IND,Central,Home,Win,99,14,14,6,14,79,32,0.4051,46,31,0.6739,45,15.4236,6.6101,9.5238,1365465600.0
2013-04-09,19:30,Crawford,Joe,PHI,Atlantic,Away,Loss,83,7,6,2,17,80,30,0.375,20,16,0.8,34,6.952000000000001,2.3173,3.0303,1365465600.0
2013-04-09,19:30,Crawford,Joe,BKN,Atlantic,Home,Win,104,10,7,7,16,93,42,0.4516,23,15,0.6522,67,8.1107,8.1107,9.589,1365465600.0
2013-04-09,19:30,Kennedy,Bill,MIL,Central,Away,Loss,83,20,13,2,15,75,33,0.44,14,8,0.5714,37,13.7783,2.1197,4.0,1365465600.0
2013-04-09,19:30,Kennedy,Bill,MIA,Southeast,Home,Win,94,18,12,3,13,88,38,0.4318,10,10,1.0,49,12.7184,3.1796,5.6604,1365465600.0
2013-04-09,19:30,Scott,Kevin,NY,Atlantic,Home,Win,120,13,7,3,24,80,45,0.5625,14,10,0.7143,39,7.6185,3.2651,6.8182,1365465600.0
2013-04-09,19:30,Scott,Kevin,WAS,Southeast,Away,Loss,99,13,6,2,14,77,35,0.4545,30,21,0.7,38,6.5301,2.1767,3.5088,1365465600.0
2013-04-09,20:00,Workman,Haywoode,HOU,Southwest,Home,Win,101,18,11,5,16,86,37,0.4302,24,21,0.875,44,11.3052,5.1387,8.9286,1365465600.0
2013-04-09,20:00,Richardson,Leroy,PHO,Pacific,Away,Loss,98,19,9,5,20,86,38,0.4419,19,15,0.7895,41,9.2497,5.1387,6.7568,1365465600.0
2013-04-09,20:00,Capers,James,CHI,Central,Home,Loss,98,10,3,2,21,86,37,0.4302,20,14,0.7,40,3.4482,2.2988,2.8986,1365465600.0
2013-04-09,20:00,Capers,James,TOR,Atlantic,Away,Win,101,8,6,3,21,72,37,0.5139,24,20,0.8333,33,6.8963,3.4482,5.5556,1365465600.0
2013-04-09,20:00,Wall,Scott,MEM,Southwest,Home,Win,94,7,6,7,16,82,39,0.4756,20,13,0.65,48,7.0008,8.1675,10.1449,1365465600.0
2013-04-09,20:00,Kogut,Marat,CHA,Southeast,Away,Loss,75,12,2,6,17,80,30,0.375,18,13,0.7222,44,2.3336,7.0008,9.0909,1365465600.0
2013-04-09,21:00,Cutler,Kevin,OKC,Northwest,Away,Win,90,11,12,7,19,81,32,0.3951,18,17,0.9444,46,13.1649,7.6795,11.6667,1365465600.0
2013-04-09,21:00,Callahan,Mike,UTA,Northwest,Home,Loss,80,17,6,8,19,79,31,0.3924,14,11,0.7857,43,6.5824,8.7766,14.8148,1365465600.0
2013-04-09,22:30,Orr,J.T.,GS,Pacific,Home,Win,105,13,7,6,19,91,39,0.4286,22,17,0.7727,60,6.9766,5.98,8.9552,1365465600.0
2013-04-09,22:30,Kirkland,Courtney,NO,Southwest,Away,Loss,96,16,7,4,24,84,37,0.4405,18,17,0.9444,36,7.3283,4.1876,6.25,1365465600.0
2013-04-09,22:30,Kirkland,Courtney,LAL,Pacific,Home,Win,104,16,9,8,16,79,40,0.5063,22,17,0.7727,42,9.4221,8.3752,14.8148,1365465600.0
2013-04-09,22:30,Rush,Eddie,MIN,Northwest,Away,Loss,89,10,6,6,18,90,33,0.3667,20,16,0.8,44,5.98,5.98,8.4507,1365465600.0
2013-04-10,19:00,Malloy,Ed,MIA,Southeast,Away,Win,103,25,7,6,18,75,33,0.44,23,20,0.8696,47,7.3918,6.3359,17.6471,1365552000.0
2013-04-10,19:00,Fehr,Kevin,MIL,Central,Away,Loss,103,13,7,11,16,101,39,0.3861,26,17,0.6538,56,6.4279,10.1009,15.0685,1365552000.0
2013-04-10,19:00,Fehr,Kevin,ORL,Southeast,Home,Win,113,17,6,3,19,109,51,0.4679,8,3,0.375,62,5.5096,2.7548,3.1915,1365552000.0
2013-04-10,19:00,Zarba,Zach,ATL,Southeast,Away,Win,124,10,8,2,17,91,49,0.5385,19,18,0.9474,44,8.1705,2.0426,2.8986,1365552000.0
2013-04-10,19:00,Zarba,Zach,PHI,Atlantic,Home,Loss,101,15,5,0,17,88,37,0.4205,22,20,0.9091,41,5.1066,0.0,0.0,1365552000.0
2013-04-10,19:00,Fraher,Pat,WAS,Southeast,Home,Loss,98,16,15,5,20,80,36,0.45,21,15,0.7143,34,15.8397,5.2799,8.7719,1365552000.0
2013-04-10,19:00,Buchert,Nick,CLE,Central,Home,Loss,104,13,3,8,28,82,40,0.4878,26,21,0.8077,49,3.1961,8.523,11.9403,1365552000.0
2013-04-10,19:00,Bavetta,Dick,DET,Central,Away,Win,111,5,6,1,20,80,40,0.5,42,27,0.6429,33,6.3922,1.0654,1.5625,1365552000.0
2013-04-10,20:00,Corbin,Sean,BOS,Atlantic,Home,Loss,93,13,4,2,21,81,37,0.4568,17,13,0.7647,37,4.5063,2.2531,3.0769,1365552000.0
2013-04-10,20:00,Tiven,Josh,BKN,Atlantic,Away,Win,101,14,8,3,21,74,34,0.4595,28,25,0.8929,39,9.0126,3.3797,5.4545,1365552000.0
2013-04-10,20:30,Forte,Brian,PHO,Pacific,Away,Win,102,11,7,11,17,88,37,0.4205,17,16,0.9412,48,7.6507,12.0226,18.0328,1365552000.0
2013-04-10,20:30,Forte,Brian,DAL,Southwest,Home,Loss,91,13,7,7,17,85,34,0.4,21,17,0.8095,49,7.6507,7.6507,10.2941,1365552000.0
2013-04-10,22:00,Boland,Matt,LAL,Pacific,Away,Win,113,15,7,9,17,73,43,0.589,24,21,0.875,39,7.611000000000001,9.7856,16.6667,1365552000.0
2013-04-10,22:00,Cutler,Kevin,SAC,Pacific,Home,Win,121,12,10,7,28,85,47,0.5529,23,17,0.7391,37,10.3231,7.2262,10.7692,1365552000.0
2013-04-10,22:00,Ayotte,Mark,NO,Southwest,Away,Loss,110,19,6,5,18,78,38,0.4872,35,28,0.8,41,6.1939,5.1616,8.3333,1365552000.0
2013-04-10,22:00,Washington,Tom,POR,Northwest,Home,Loss,106,11,10,0,24,85,38,0.4471,20,18,0.9,31,10.8729,0.0,0.0,1365552000.0
2013-04-10,22:30,Crawford,Dan,DEN,Northwest,Home,Win,96,17,8,9,16,86,39,0.4535,21,12,0.5714,53,8.4453,9.5009,12.6761,1365552000.0
2013-04-10,22:30,Adams,Bennie,SA,Southwest,Away,Loss,86,15,10,6,17,87,35,0.4023,17,12,0.7059,43,10.5566,6.334,9.0909,1365552000.0
2013-04-10,22:30,Mott,Rodney,MIN,Northwest,Away,Loss,95,11,12,4,14,90,35,0.3889,22,19,0.8636,38,12.7584,4.2528,5.9701,1365552000.0
2013-04-10,22:30,Mott,Rodney,LAC,Pacific,Home,Win,111,20,8,11,19,77,44,0.5714,16,12,0.75,48,8.5056,11.6952,19.6429,1365552000.0
2013-04-11,20:00,Crawford,Joe,NY,Atlantic,Away,Loss,111,7,2,5,28,104,42,0.4038,22,17,0.7727,52,1.9431,4.8578,6.7568,1365638400.0
2013-04-11,20:00,Crawford,Joe,CHI,Central,Home,Win,118,9,7,9,21,87,39,0.4483,37,30,0.8108,53,6.801,8.7441,15.0,1365638400.0
2013-04-11,22:30,Washington,Tom,OKC,Northwest,Away,Win,116,18,10,10,21,83,42,0.506,23,20,0.8696,46,9.9026,9.9026,17.8571,1365638400.0
2013-04-11,22:30,Fitzgerald,Kane,GS,Pacific,Home,Loss,97,16,10,3,19,84,37,0.4405,26,16,0.6154,39,9.9026,2.9708,4.4118,1365638400.0
2013-04-12,19:00,Lewis,Eric,BKN,Atlantic,Away,Win,117,14,8,6,24,82,42,0.5122,26,21,0.8077,39,8.6508,6.4881,10.5263,1365724800.0
2013-04-12,19:00,Lewis,Eric,IND,Central,Home,Loss,109,16,9,7,24,80,40,0.5,26,21,0.8077,35,9.7321,7.5694,11.4754,1365724800.0
2013-04-12,19:00,Blair,Curtis,TOR,Atlantic,Home,Win,97,15,10,7,13,72,34,0.4722,33,27,0.8182,38,11.2878,7.9015,10.9375,1365724800.0
2013-04-12,19:00,Blair,Curtis,CHI,Central,Away,Loss,88,18,6,1,24,77,34,0.4416,14,11,0.7857,39,6.7727,1.1288,1.6949,1365724800.0
2013-04-12,19:00,Bavetta,Dick,WAS,Southeast,Home,Loss,86,17,7,7,13,87,36,0.4138,21,13,0.619,47,7.1993,7.1993,9.4595,1365724800.0
2013-04-12,19:00,Bavetta,Dick,PHI,Atlantic,Away,Win,97,13,11,3,13,93,40,0.4301,11,10,0.9091,47,11.3132,3.0854,4.2254,1365724800.0
2013-04-12,19:30,Barnaky,Brent,CLE,Central,Home,Loss,91,14,7,2,16,79,34,0.4304,24,17,0.7083,46,7.9328,2.2665,3.5088,1365724800.0
2013-04-12,19:30,Corbin,Sean,CHA,Southeast,Away,Loss,93,24,10,5,17,78,35,0.4487,17,14,0.8235,33,10.2712,5.1356,9.2593,1365724800.0
2013-04-12,19:30,Corbin,Sean,DET,Central,Home,Win,113,22,10,3,20,83,43,0.5181,20,15,0.75,45,10.2712,3.0813,4.6154,1365724800.0
2013-04-12,19:30,Forte,Brian,NY,Atlantic,Away,Win,101,15,11,5,21,79,40,0.5063,17,11,0.6471,44,12.4658,5.6663,9.8039,1365724800.0
2013-04-12,19:30,Lindsay,Mark,MIA,Southeast,Home,Win,109,17,6,5,14,71,39,0.5493,28,19,0.6786,37,6.4392,5.3660000000000005,10.4167,1365724800.0
2013-04-12,19:30,Capers,James,BOS,Atlantic,Away,Loss,101,13,9,1,18,85,41,0.4824,13,13,1.0,34,9.6588,1.0732,1.6129,1365724800.0
2013-04-12,19:30,Scott,Kevin,ATL,Southeast,Home,Win,109,17,14,5,13,85,43,0.5059,25,17,0.68,46,13.5716,4.8469999999999995,7.6923,1365724800.0
2013-04-12,19:30,Scott,Kevin,MIL,Central,Away,Loss,104,19,14,4,19,92,38,0.413,16,11,0.6875,48,13.5716,3.8776,6.7797,1365724800.0
2013-04-12,20:00,Buchert,Nick,HOU,Southwest,Home,Loss,78,20,4,7,26,74,23,0.3108,28,21,0.75,51,4.5834,8.021,16.6667,1365724800.0
2013-04-12,20:00,Buchert,Nick,MEM,Southwest,Away,Win,82,7,10,8,22,83,29,0.3494,28,19,0.6786,44,11.4586,9.1669,12.3077,1365724800.0
2013-04-12,20:00,Williams,James,NO,Southwest,Home,Loss,93,13,3,1,23,83,35,0.4217,32,17,0.5313,48,3.3392,1.1131,1.5625,1365724800.0
2013-04-12,20:00,Williams,James,LAC,Pacific,Away,Win,96,13,6,5,24,78,35,0.4487,28,19,0.6786,41,6.6783,5.5653,9.6154,1365724800.0
2013-04-12,20:30,Davis,Marc,DEN,Northwest,Away,Loss,105,20,14,4,18,93,41,0.4409,21,15,0.7143,46,13.1365,3.7533,5.7971,1365724800.0
2013-04-12,20:30,Poole,Olandis,SA,Southwest,Home,Win,108,18,7,12,14,77,42,0.5455,21,18,0.8571,41,7.1151,12.1973,20.0,1365724800.0
2013-04-12,20:30,Poole,Olandis,SAC,Pacific,Away,Loss,101,14,13,4,16,89,39,0.4382,15,12,0.8,34,13.2137,4.0658,5.7971,1365724800.0
2013-04-12,20:30,Wood,Leon,DAL,Southwest,Home,Win,108,21,7,9,16,95,43,0.4526,19,11,0.5789,52,6.5683,8.4449,12.5,1365724800.0
2013-04-12,21:00,Collins,Derrick,UTA,Northwest,Home,Win,107,18,8,4,19,72,42,0.5833,17,15,0.8824,36,9.0422,4.5211,6.7797,1365724800.0
2013-04-12,21:00,Collins,Derrick,MIN,Northwest,Away,Loss,100,11,10,3,18,78,36,0.4615,21,20,0.9524,31,11.3027,3.3908,5.3571,1365724800.0
2013-04-12,22:00,Roe,Eli,POR,Northwest,Home,Loss,90,11,4,1,15,88,36,0.4091,18,12,0.6667,36,4.3417,1.0854,1.4706,1365724800.0
2013-04-12,22:00,Roe,Eli,OKC,Northwest,Away,Win,106,14,8,9,17,77,40,0.5195,21,17,0.8095,40,8.6833,9.7688,16.3636,1365724800.0
2013-04-12,22:30,McCutchen,Monty,LAL,Pacific,Home,Win,118,12,2,2,17,66,34,0.5152,50,38,0.76,36,2.1149,2.1149,4.878,1365724800.0
2013-04-12,22:30,Cutler,Kevin,GS,Pacific,Away,Loss,116,8,7,4,33,97,46,0.4742,16,13,0.8125,44,7.4021,4.2298,5.6338,1365724800.0
2013-04-13,19:00,Jones,David,CHA,Southeast,Home,Win,95,16,6,5,18,80,37,0.4625,24,17,0.7083,52,6.456,5.38,7.0423,1365811200.0
2013-04-13,19:00,Salvatore,Bennett,ORL,Southeast,Home,Loss,88,20,5,4,16,83,35,0.4217,15,13,0.8667,40,5.2853,4.2283,5.7971,1365811200.0
2013-04-13,19:00,Brown,Tony,MIL,Central,Away,Loss,85,12,6,3,20,87,34,0.3908,12,8,0.6667,36,6.456,3.228,5.1724,1365811200.0
2013-04-13,19:00,Zarba,Zach,BOS,Atlantic,Away,Win,120,13,10,4,15,81,48,0.5926,19,14,0.7368,38,10.5706,4.2283,6.1538,1365811200.0
2013-04-13,20:00,Workman,Haywoode,LAC,Pacific,Away,Win,91,8,9,8,20,80,37,0.4625,18,11,0.6111,45,10.5649,9.391,12.5,1365811200.0
2013-04-13,20:00,Mauer,Ken,MEM,Southwest,Home,Loss,87,11,6,5,20,83,34,0.4096,20,13,0.65,43,7.0433,5.8694,7.1429,1365811200.0
2013-04-13,20:00,Washington,Tom,PHO,Pacific,Away,Loss,93,28,10,3,22,73,37,0.5068,14,10,0.7143,34,10.1823,3.0547,5.6604,1365811200.0
2013-04-13,20:00,Ayotte,Mark,MIN,Northwest,Home,Win,105,18,17,6,14,83,41,0.494,19,17,0.8947,36,17.3098,6.1094,8.8235,1365811200.0
2013-04-14,13:00,Foster,Scott,CHI,Central,Away,Loss,93,14,7,1,30,82,29,0.3537,31,24,0.7742,45,7.2263,1.0323,1.7857,1365897600.0
2013-04-14,13:00,Mott,Rodney,MIA,Southeast,Home,Win,105,15,7,8,27,70,36,0.5143,41,27,0.6585,44,7.2263,8.2586,15.0943,1365897600.0
2013-04-14,15:30,Callahan,Mike,CLE,Central,Away,Loss,77,19,5,6,12,85,31,0.3647,15,10,0.6667,49,5.454,6.5448,8.6957,1365897600.0
2013-04-14,15:30,Stafford,Derrick,NY,Atlantic,Home,Win,90,12,11,2,24,82,35,0.4268,11,9,0.8182,32,12.5121,2.2749,3.9216,1365897600.0
2013-04-14,15:30,Kirkland,Courtney,PHI,Atlantic,Home,Win,91,12,9,9,12,86,38,0.4419,11,7,0.6364,39,9.8172,9.8172,13.8462,1365897600.0
2013-04-14,15:30,Kennedy,Bill,BKN,Atlantic,Away,Loss,87,7,8,5,20,84,34,0.4048,19,11,0.5789,38,8.9938,5.6211,9.2593,1365897600.0
2013-04-14,15:30,Wall,Scott,IND,Central,Away,Loss,80,26,6,3,19,65,28,0.4308,26,16,0.6154,45,6.8248,3.4124,8.1081,1365897600.0
2013-04-14,15:30,Fitzgerald,Kane,TOR,Atlantic,Home,Win,93,13,4,1,19,82,36,0.439,21,15,0.7143,48,4.4969,1.1242,1.4925,1365897600.0
2013-04-14,17:00,Collins,Derrick,POR,Northwest,Away,Loss,109,23,5,3,21,82,38,0.4634,26,21,0.8077,37,4.9023,2.9414,6.0,1365897600.0
2013-04-14,17:00,Fehr,Kevin,DEN,Northwest,Home,Win,118,21,15,7,22,81,43,0.5309,27,24,0.8889,39,14.7068,6.8632,11.8644,1365897600.0
2013-04-14,18:00,Lindsay,Mark,NO,Southwest,Home,Loss,89,11,4,2,12,87,33,0.3793,18,14,0.7778,47,4.7001,2.35,3.0769,1365897600.0
2013-04-14,18:00,Zielinski,Gary,DAL,Southwest,Away,Win,107,9,6,6,16,86,45,0.5233,8,8,1.0,41,7.0501,7.0501,9.2308,1365897600.0
2013-04-14,19:00,Garretson,Ron,SAC,Pacific,Away,Loss,100,15,10,10,21,100,39,0.39,17,14,0.8235,45,9.6701,9.6701,13.3333,1365897600.0
2013-04-14,19:00,Wood,Leon,HOU,Southwest,Home,Win,121,17,11,12,17,83,45,0.5422,24,18,0.75,46,10.6371,11.6041,21.4286,1365897600.0
2013-04-14,21:30,Dalen,Eric,LAL,Pacific,Home,Win,91,14,6,7,14,85,31,0.3647,31,20,0.6452,58,6.3932,7.4588,12.069,1365897600.0
2013-04-14,21:30,Corbin,Sean,SA,Southwest,Away,Loss,86,9,11,8,23,89,33,0.3708,19,14,0.7368,46,11.7209,8.5243,11.2676,1365897600.0
2013-04-15,19:00,Fraher,Pat,CHI,Central,Away,Win,102,16,6,4,25,75,42,0.56,13,9,0.6923,35,6.8516,4.5677,6.8966,1365984000.0
2013-04-15,19:00,Fraher,Pat,ORL,Southeast,Home,Loss,84,17,8,6,14,74,31,0.4189,33,20,0.6061,39,9.1354,6.8516,9.375,1365984000.0
2013-04-15,19:00,Zarba,Zach,MIA,Southeast,Away,Win,96,18,2,8,19,66,33,0.5,27,17,0.6296,45,2.3434,9.3735,21.0526,1365984000.0
2013-04-15,19:00,Zarba,Zach,CLE,Central,Home,Loss,95,6,8,5,22,86,39,0.4535,19,12,0.6316,38,9.3735,5.8585,6.8493,1365984000.0
2013-04-15,19:00,Richardson,Leroy,NY,Atlantic,Away,Loss,95,9,5,1,15,79,34,0.4304,13,13,1.0,25,5.7245,1.1449,2.381,1365984000.0
2013-04-15,19:00,Phillips,Jason,CHA,Southeast,Home,Win,106,11,4,6,15,74,43,0.5811,14,13,0.9286,37,4.5796,6.8694,10.7143,1365984000.0
2013-04-15,19:30,Twardoski,Scott,BKN,Atlantic,Home,Win,106,14,13,2,18,92,43,0.4674,27,13,0.4815,45,13.6669,2.1026,2.5974,1365984000.0
2013-04-15,19:30,Twardoski,Scott,WAS,Southeast,Away,Loss,101,20,8,6,23,77,41,0.5325,20,15,0.75,44,8.4104,6.3078,9.0909,1365984000.0
2013-04-15,19:30,Jones,David,DET,Central,Home,Win,109,14,7,3,21,83,41,0.494,22,18,0.8182,43,7.5745,3.2462,5.1724,1365984000.0
2013-04-15,19:30,Brown,Tony,PHI,Atlantic,Away,Loss,101,13,10,5,15,87,39,0.4483,21,17,0.8095,39,10.8207,5.4103,7.6923,1365984000.0
2013-04-15,20:00,Lindsay,Mark,OKC,Northwest,Home,Win,104,11,10,6,18,92,42,0.4565,20,15,0.75,49,10.5869,6.3522,8.6957,1365984000.0
2013-04-15,20:00,Lindsay,Mark,SAC,Pacific,Away,Loss,95,15,8,0,15,87,38,0.4368,21,12,0.5714,45,8.4695,0.0,0.0,1365984000.0
2013-04-15,20:00,Kennedy,Bill,UTA,Northwest,Away,Win,96,10,11,2,18,77,36,0.4675,23,21,0.9129999999999999,41,11.9845,2.1790000000000003,2.9851,1365984000.0
2013-04-15,20:00,Kennedy,Bill,MIN,Northwest,Home,Loss,80,12,7,3,18,75,32,0.4267,18,14,0.7778,38,7.6265,3.2685,5.1724,1365984000.0
2013-04-15,20:00,Williams,James,DAL,Southwest,Home,Loss,97,15,7,3,22,76,34,0.4474,25,20,0.8,36,7.6461,3.2769,5.2632,1365984000.0
2013-04-15,20:00,Malloy,Ed,DEN,Northwest,Away,Win,112,17,5,5,24,85,37,0.4353,46,32,0.6957,58,4.9669,4.9669,7.0423,1365984000.0
2013-04-15,20:00,Malloy,Ed,MIL,Central,Home,Loss,111,12,10,6,24,100,42,0.42,23,15,0.6522,44,9.9339,5.9603,9.2308,1365984000.0
2013-04-15,20:00,Collins,Derrick,MEM,Southwest,Away,Win,103,17,10,3,22,80,38,0.475,25,20,0.8,50,10.9231,3.2769,5.0847,1365984000.0
2013-04-15,22:00,Adams,Bennie,HOU,Southwest,Away,Loss,112,16,5,11,21,92,43,0.4674,23,15,0.6522,43,4.7644,10.4816,17.4603,1365984000.0
2013-04-15,22:00,Adams,Bennie,PHO,Pacific,Home,Win,119,11,11,9,19,95,47,0.4947,23,18,0.7826,44,10.4816,8.5759,12.5,1365984000.0
2013-04-15,22:30,Fehr,Kevin,SA,Southwest,Away,Loss,106,15,13,1,18,98,45,0.4592,13,8,0.6154,39,12.3214,0.9478,1.3514,1365984000.0
2013-04-15,22:30,Fehr,Kevin,GS,Pacific,Home,Win,116,21,9,7,17,85,46,0.5412,18,15,0.8333,53,8.5302,6.6346,10.7692,1365984000.0
2013-04-16,19:30,Forte,Brian,ATL,Southeast,Home,Loss,96,11,8,1,19,88,35,0.3977,23,17,0.7391,42,8.4777,1.0597,1.6667,1366070400.0
2013-04-16,19:30,Maddox,Tre,TOR,Atlantic,Away,Win,113,18,7,10,20,78,40,0.5128,27,23,0.8519,47,7.4179,10.5971,19.6078,1366070400.0
2013-04-16,22:30,Corbin,Sean,POR,Northwest,Away,Loss,77,14,6,0,16,73,30,0.41100000000000003,15,10,0.6667,33,6.9146,0.0,0.0,1366070400.0
2013-04-16,22:30,Corbin,Sean,LAC,Pacific,Home,Win,93,16,10,4,12,79,37,0.4684,15,12,0.8,51,11.5243,4.6097,7.6923,1366070400.0
2013-04-17,20:00,Rush,Eddie,WAS,Southeast,Away,Loss,92,9,7,5,17,85,36,0.4235,17,13,0.7647,37,7.7912,5.5651,7.2464,1366156800.0
2013-04-17,20:00,Blair,Curtis,SA,Southwest,Home,Loss,95,18,5,2,22,79,33,0.4177,22,22,1.0,40,4.9785,1.9914,3.2787,1366156800.0
2013-04-17,20:00,Blair,Curtis,MIN,Northwest,Away,Win,108,12,11,2,17,91,42,0.4615,16,12,0.75,45,10.9527,1.9914,3.2258,1366156800.0
